P@200,best_mAP,epoch,loss_ce_epoch,loss_ce_step,loss_cons_text_epoch,loss_cons_text_step,loss_cons_visual_cross_epoch,loss_cons_visual_cross_step,loss_consistency_epoch,loss_consistency_step,loss_cross_modal_epoch,loss_cross_modal_step,mAP,step,train_loss_epoch,train_loss_step,val_P@200,val_mAP,val_map_200,val_p_200
,,0,,0.4688490033149719,,0.041295915842056274,,0.19354648888111115,,3.5569043159484863,,4.847162246704102,,49,,9.107757568359375,,,,
,,0,,0.4512481689453125,,0.03083718568086624,,0.19468262791633606,,2.0595147609710693,,4.200521945953369,,99,,6.936804294586182,,,,
,,0,,0.4059080183506012,,0.028142759576439857,,0.19396072626113892,,1.4458537101745605,,3.991286516189575,,149,,6.065152168273926,,,,
,,0,,0.37881192564964294,,0.024189820513129234,,0.19370973110198975,,1.4732328653335571,,3.766998529434204,,199,,5.83694314956665,,,,
,,0,,0.32257458567619324,,0.023516803979873657,,0.19207799434661865,,1.0689042806625366,,3.0950000286102295,,249,,4.702073574066162,,,,
,,0,,0.3294300138950348,,0.02316078543663025,,0.19251422584056854,,0.7948015928268433,,3.3941707611083984,,299,,4.7340779304504395,,,,
,,0,,0.3075411915779114,,0.022940516471862793,,0.19112643599510193,,1.0963573455810547,,3.1069281101226807,,349,,4.724893569946289,,,,
,,0,,0.28024527430534363,,0.022012822329998016,,0.1903318166732788,,0.8436802625656128,,3.1336019039154053,,399,,4.469871997833252,,,,
,,0,,0.3039802014827728,,0.021915443241596222,,0.18951815366744995,,0.7656012773513794,,3.1246368885040283,,449,,4.405652046203613,,,,
0.7482507228851318,0.0010000000474974513,0,,,,,,,,,,,0.7765733599662781,449,,,0.7482507228851318,0.7765733599662781,0.7765733599662781,0.7482507228851318
,,0,0.37384670972824097,,0.029790081083774567,,0.1924859583377838,,1.6995136737823486,,3.7438724040985107,,,449,6.039505958557129,,,,,
,,1,,0.3531738221645355,,0.022010793909430504,,0.19056372344493866,,0.8085932731628418,,3.1646742820739746,,499,,4.539015769958496,,,,
,,1,,0.29917049407958984,,0.021406155079603195,,0.1888291835784912,,0.7009882926940918,,3.146225929260254,,549,,4.356619834899902,,,,
,,1,,0.24916067719459534,,0.020943883806467056,,0.18840324878692627,,0.5743386745452881,,3.194549322128296,,599,,4.227396011352539,,,,
