P@200,best_mAP,epoch,loss_ce_epoch,loss_ce_step,loss_cons_text_epoch,loss_cons_text_step,loss_cons_visual_cross_epoch,loss_cons_visual_cross_step,loss_consistency_epoch,loss_consistency_step,loss_cross_modal_epoch,loss_cross_modal_step,mAP,step,train_loss_epoch,train_loss_step,val_P@200,val_mAP,val_map_200,val_p_200
,,0,,1.5155731439590454,,0.04346293956041336,,0.31931906938552856,,3.0633926391601562,,4.1702117919921875,,49,,9.111959457397461,,,,
,,0,,1.495983600616455,,0.02219167724251747,,0.3115738332271576,,1.7772318124771118,,3.487788200378418,,99,,7.09476900100708,,,,
,,0,,1.3191882371902466,,0.0173732228577137,,0.30338287353515625,,1.3486779928207397,,3.2000577449798584,,149,,6.1886796951293945,,,,
,,0,,1.5949889421463013,,0.013547691516578197,,0.29550594091415405,,1.173902988433838,,2.9664127826690674,,199,,6.044358730316162,,,,
,,0,,0.8202312588691711,,0.013064205646514893,,0.28301122784614563,,1.0449609756469727,,2.4936420917510986,,249,,4.654910087585449,,,,
,,0,,1.1961027383804321,,0.01238479558378458,,0.2752188742160797,,1.0817644596099854,,2.7322049140930176,,299,,5.297676086425781,,,,
,,0,,1.4199678897857666,,0.011787809431552887,,0.26456043124198914,,0.8979446291923523,,2.5136780738830566,,349,,5.107938766479492,,,,
,,0,,1.0665305852890015,,0.010722335427999496,,0.24313679337501526,,1.099108099937439,,2.661231517791748,,399,,5.0807294845581055,,,,
,,0,,0.9393553733825684,,0.010501531884074211,,0.23098435997962952,,0.6561288833618164,,2.1364994049072266,,449,,3.9734697341918945,,,,
,,0,,0.812271237373352,,0.011605395935475826,,0.22701480984687805,,0.5372909307479858,,2.1424059867858887,,499,,3.730588436126709,,,,
,,0,,0.9117876291275024,,0.010648379102349281,,0.21440033614635468,,0.5196016430854797,,2.501878499984741,,549,,4.158316612243652,,,,
,,0,,0.8366092443466187,,0.01021090429276228,,0.2015998363494873,,0.5552186965942383,,2.330228805541992,,599,,3.9338676929473877,,,,
,,0,,1.0257991552352905,,0.01011103019118309,,0.19545426964759827,,0.6335750818252563,,2.233370304107666,,649,,4.0983099937438965,,,,
,,0,,0.6758791208267212,,0.010543677024543285,,0.18962697684764862,,0.5403770804405212,,1.9446560144424438,,699,,3.3610825538635254,,,,
,,0,,1.1416819095611572,,0.011516801081597805,,0.18683019280433655,,0.662505567073822,,2.291761875152588,,749,,4.294295787811279,,,,
,,0,,0.557269275188446,,0.009617466479539871,,0.17606709897518158,,0.6814551949501038,,2.207472324371338,,799,,3.6318814754486084,,,,
