P@200,best_mAP,epoch,loss_ce_epoch,loss_ce_step,loss_cons_text_epoch,loss_cons_text_step,loss_cons_visual_cross_epoch,loss_cons_visual_cross_step,loss_consistency_epoch,loss_consistency_step,loss_cross_modal_epoch,loss_cross_modal_step,mAP,step,train_loss_epoch,train_loss_step,val_P@200,val_mAP,val_map_200,val_p_200
,,0,,1.4891237020492554,,0.017334584146738052,,0.204097718000412,,3.0695078372955322,,4.301236152648926,,49,,9.081299781799316,,,,
,,0,,1.5807695388793945,,0.02114301174879074,,0.2054867446422577,,1.786057472229004,,3.7133731842041016,,99,,7.306829929351807,,,,
,,0,,1.4987455606460571,,0.027790971100330353,,0.2054426372051239,,1.342368483543396,,3.5019192695617676,,149,,6.576266765594482,,,,
,,0,,1.6855416297912598,,0.028677966445684433,,0.20607370138168335,,1.1529078483581543,,3.2174763679504395,,199,,6.290677547454834,,,,
,,0,,0.9537700414657593,,0.0410197451710701,,0.20522141456604004,,1.0521796941757202,,2.646523952484131,,249,,4.898715019226074,,,,
,,0,,1.2743289470672607,,0.033940162509679794,,0.2080930769443512,,1.0737261772155762,,2.8647265434265137,,299,,5.45481538772583,,,,
,,0,,1.491044282913208,,0.0428614541888237,,0.206832617521286,,0.9110361337661743,,2.6843838691711426,,349,,5.33615779876709,,,,
,,0,,1.113997459411621,,0.04823232442140579,,0.20740309357643127,,1.0679751634597778,,2.7233338356018066,,399,,5.160942077636719,,,,
,,0,,1.055766224861145,,0.04607406631112099,,0.20665326714515686,,0.6111114025115967,,2.2569668292999268,,449,,4.176571846008301,,,,
,,0,,0.8032354116439819,,0.0402456596493721,,0.20557235181331635,,0.5465499758720398,,2.2233614921569824,,499,,3.818964958190918,,,,
,,0,,0.9163318872451782,,0.041086483746767044,,0.20550909638404846,,0.5213615894317627,,2.632493495941162,,549,,4.3167829513549805,,,,
,,0,,0.8612779378890991,,0.044806379824876785,,0.2033883035182953,,0.5593976974487305,,2.3696560859680176,,599,,4.03852653503418,,,,
